id,name,symbol,data_added,last_updated,price,volume_24h,circulating_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d
96,Terra,LUNA,2022-05-26T12:47:26.000Z,2023-02-12T02:18:00.000Z,+1.8361469013601752e+00,+5.0638203374270938e+07,+2.1467156959898999e+08,+1.0042627010000000e+09,+0.0000000000000000e+00,-4.1420717000000001e-01,+7.5054772999999997e-01,-1.5886024389999999e+01
97,Stacks,STX,2019-10-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.8850426859601280e-01,+6.3597355629563201e+06,+1.3600077112883649e+09,+1.3524646000000000e+09,+1.8180000000000000e+09,-8.0248012000000002e-01,+2.4524551600000000e+00,-4.0755490500000002e+00
98,Arweave,AR,2020-05-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1409724455317440e+01,+5.1648527746921182e+07,+3.3394701000000000e+07,+6.3190435000000000e+07,+6.6000000000000000e+07,-9.8486130000000005e-01,+8.6833301699999996e+00,-5.1640629300000001e+00
99,WOO Network,WOO,2020-10-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.2934528027181322e-01,+2.2269538689174969e+07,+1.6406607252821226e+09,+2.2506588579018579e+09,,+1.2556407000000000e-01,+4.1784927300000003e+00,+5.9704099900000003e+00
100,Celo,CELO,2020-05-22T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.7096120401244228e-01,+3.9624840215837762e+07,+4.8744820200000000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-2.4712713000000000e-01,+8.4337048100000001e+00,-3.1388334100000002e+00
101,BinaryX,BNX,2021-05-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.2780950073971107e+02,+1.7121782503654581e+07,+2.8841553568572900e+06,+6.2071232011843296e+06,+2.1000000000000000e+07,+3.9032213999999998e-01,+3.5250754199999998e+00,+3.7229076210000002e+01
102,XDC Network,XDC,2018-04-12T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.6465677540508180e-02,+2.1926774015064701e+06,+1.3814545828200001e+10,+3.7705012698750000e+10,,+3.9700286000000001e-01,+1.6509603100000001e+00,-9.2394949900000007e+00
103,Holo,HOT,2018-04-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1014883302260434e-03,+1.0565793638807660e+07,+1.7334297412673712e+11,+1.7761943354114133e+11,,-3.1707010000000002e-01,+2.0525173799999998e+00,-6.4775609699999999e+00
104,Render Token,RNDR,2020-06-11T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.4330000375755134e+00,+1.0771156547353011e+08,+2.5379885969384697e+08,+5.3096261497878325e+08,+5.3687091200000000e+08,+6.4991880000000002e-02,+1.0494502500000000e+00,-1.5170449870000001e+01
105,Compound,COMP,2020-06-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.9585846618574159e+01,+1.3703915275733270e+07,+7.2671519985256903e+06,+1.0000000000000000e+07,+1.0000000000000000e+07,-5.4170571999999995e-01,-8.1968295999999996e-01,-7.5325613400000000e+00
106,Ravencoin,RVN,2018-03-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.9050188438565321e-02,+1.0230735451444959e+07,+1.2156804605280331e+10,+1.2202771390280331e+10,+2.1000000000000000e+10,+7.2646489999999994e-02,+2.0827845100000002e+00,-5.7442796999999999e+00
107,Kava,KAVA,2019-10-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.5806725220705327e-01,+4.7110802684953831e+07,+4.0757417800000000e+08,+3.8219852100000000e+08,,+3.2665654000000000e-01,+1.2256073000000001e+00,-1.5003626570000000e+01
108,Helium,HNT,2020-06-05T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.5036673555410469e+00,+2.4507258106970000e+06,+1.3863153660484761e+08,+2.2300000000000000e+08,+2.2300000000000000e+08,-1.9213284000000000e-01,+1.2118716599999999e+00,-1.4347627660000001e+01
109,NEM,XEM,2015-04-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.8405645041396028e-02,+8.4190580801570006e+06,+8.9999999990000000e+09,+8.9999999990000000e+09,+8.9999999990000000e+09,+7.2502079999999997e-02,+1.8355498400000001e+00,-5.4870338800000003e+00
110,Decred,DCR,2016-02-10T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.3412873745617919e+01,+1.9391709447807400e+06,+1.4728319685897131e+07,+1.4728319685897131e+07,+2.1000000000000000e+07,-5.1890594000000001e-01,-6.1259021999999996e-01,-5.4159239999999997e-01
111,Fetch.ai,FET,2019-03-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.1848294951046699e-01,+9.6836699614957288e+07,+8.1891230000000000e+08,+1.1529975750000000e+09,+3.4090649890000000e+09,+9.8393518000000002e-01,+1.1149348699999999e+00,+2.5937692150000000e+01
112,Threshold,T,2022-01-31T08:26:28.000Z,2023-02-12T02:18:00.000Z,+3.9434690705452712e-02,+6.7066798950241610e+07,+8.4949831068133068e+09,+1.0515000000000000e+10,+1.0000000000000000e+10,-4.1884896999999999e-01,-4.9991813000000002e-01,-1.6302611469999999e+01
113,Astar,ASTR,2021-10-19T09:53:03.000Z,2023-02-12T02:18:00.000Z,+7.9815364646677489e-02,+1.9859726515652578e+07,+4.0691893240000000e+09,+7.0000000000000000e+09,,-1.7640935099999999e+00,+7.9210384100000004e+00,+4.0382081710000001e+01
114,Harmony,ONE,2019-06-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.4473203958524550e-02,+2.0522186915825389e+07,+1.3087110094447849e+10,+1.3782210094447866e+10,,+1.4648100999999999e-01,+4.2544490899999996e+00,-1.2453111529999999e+01
115,Theta Fuel,TFUEL,2019-03-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.3088541006962892e-02,+3.8250211287375302e+06,+6.0276434270000000e+09,+6.0276434270000000e+09,,-2.2457125000000000e-01,+3.2947375000000001e-01,-1.2093709590000000e+01
116,Gala,GALA,2020-09-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.5010643182326483e-02,+1.3218965691009583e+08,+6.9772054360000000e+09,+3.5240112493000000e+10,,-5.0466133999999996e-01,+3.1991975699999999e+00,-1.8101514900000002e+01
117,MAGIC,MAGIC,2021-11-18T11:20:24.000Z,2023-02-12T02:18:00.000Z,+1.4981000404675224e+00,+9.8121988057251394e+07,+2.0924916294973034e+08,+3.3964551031797594e+08,+3.4771400700000000e+08,-7.8793489999999999e-01,+2.1481957700000001e+00,-2.4732961039999999e+01
118,JasmyCoin,JASMY,2021-02-11T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.6414503649728776e-03,+1.1118170005331102e+08,+4.6599999998885109e+10,+5.0000000000000000e+10,+5.0000000000000000e+10,+1.0146177000000001e-01,+8.0917068499999996e+00,+2.0540206860000001e+01
119,ssv.network,SSV,2021-10-22T05:12:07.000Z,2023-02-12T02:18:00.000Z,+3.0648639729694171e+01,+2.2469539415796220e+07,+1.0000000000000000e+07,+1.1012871000000000e+07,,+1.8424253200000000e+00,+1.2899869420000000e+01,+1.6626229259999999e+01
120,Balancer,BAL,2020-06-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+6.4572058013706179e+00,+5.8500679765481995e+06,+4.7120329979767643e+07,+5.5294065050189048e+07,+9.6150704000000000e+07,+1.7903084999999999e-01,+2.2884799400000002e+00,-8.6182454699999997e+00
121,SushiSwap,SUSHI,2020-08-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.3086681242168481e+00,+3.5158688412328519e+07,+2.2225737200000000e+08,+2.4454205852552503e+08,+2.5000000000000000e+08,+1.5334890000000001e-01,+1.7373400800000001e+00,-1.3796052630000000e+01
122,Ethereum Name Service,ENS,2021-11-09T01:31:29.000Z,2023-02-12T02:18:00.000Z,+1.4337204481019173e+01,+2.4975602901112329e+07,+2.0244862090547752e+07,+1.0000000000000000e+08,+1.0000000000000000e+08,-1.7838222000000001e-01,+3.3286608000000002e+00,-1.1122421440000000e+01
123,Bitcoin Gold,BTG,2017-10-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.6531653000220299e+01,+4.9458230616598800e+06,+1.7513923589000002e+07,+1.7513923589000002e+07,+2.1000000000000000e+07,-1.6851167000000000e-01,-2.0837749999999999e-02,-4.3638034000000001e+00
124,Ankr,ANKR,2019-03-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.9810306550171965e-02,+3.4707347152555987e+07,+9.6628993777916660e+09,+1.0000000000000000e+10,+1.0000000000000000e+10,-1.3357600000000000e-01,+2.4617210000000000e-01,+4.1643570900000002e+00
125,Qtum,QTUM,2017-05-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.7458861465804549e+00,+3.7780591925552398e+07,+1.0453231000000000e+08,+1.0782240600000000e+08,+1.0782240600000000e+08,-8.6728390000000002e-02,+1.0585668500000001e+00,-2.5022622600000002e+00
126,Gnosis,GNO,2017-05-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1031904576608298e+02,+2.5199590395237799e+06,+2.5895880000000000e+06,+3.0000000000000000e+06,+3.0000000000000000e+06,-2.0675895000000000e-01,+1.4245512300000001e+00,-7.3636261000000003e+00
127,Onyxcoin,XCN,2022-03-09T16:10:43.000Z,2023-02-12T02:18:00.000Z,+1.2993223524702953e-02,+4.4051355733243689e+07,+2.1472783889000000e+10,+5.3470523779000000e+10,+5.3474611831000000e+10,+2.1103129400000000e+00,+1.4532155370000000e+01,+1.6905109130000000e+01
128,Ocean Protocol,OCEAN,2019-05-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.5539979081084714e-01,+4.3679380677980967e+07,+6.1309914099781358e+08,+6.1309914100000000e+08,+1.4100000000000000e+09,+1.0073999600000001e+00,+2.0945029200000000e+00,+1.5938121360000000e+01
129,IoTeX,IOTX,2018-05-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.9452023039232288e-02,+9.5591499986865204e+06,+9.4349199520000000e+09,+9.4499199520000000e+09,+1.0000000000000000e+10,-4.1762449000000001e-01,+1.7648736599999999e+00,-3.3924036399999999e+00
130,Kusama,KSM,2019-12-12T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.2497423986658362e+01,+1.4796897265871800e+07,+8.4700980572620593e+06,+9.6512174512620606e+06,,+1.9854031000000000e-01,+2.7684216799999999e+00,-1.3217368120000000e+01
131,TerraClassicUSD,USTC,2020-09-21T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.7873189740344771e-02,+6.5830307655582003e+07,+9.7997740052513752e+09,+9.8014122928435631e+09,,-1.2154782200000001e+00,-2.7497809800000002e+00,-2.1712993010000002e+01
132,Chia,XCH,2021-04-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.1676182440786114e+01,+8.1867366347937305e+06,+6.4745540000000000e+06,+2.7474554000000000e+07,,-9.8419224000000005e-01,+4.2660739599999999e+00,-6.6702152000000003e+00
133,Audius,AUDIO,2020-10-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.7424474830846501e-01,+5.6457870998505309e+07,+9.8395816300000000e+08,+1.1542708910000000e+09,,-3.0188656000000003e-01,+8.1963673099999994e+00,-1.9255416599999999e+00
134,Waves,WAVES,2016-06-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.4029981191504115e+00,+6.1505956387011193e+07,+1.1051715400000000e+08,+1.1062821400000000e+08,,-3.6192047999999999e-01,+2.3395937999999998e+00,-1.5526520590000001e+01
135,Bone ShibaSwap,BONE,2021-09-13T19:17:01.000Z,2023-02-12T02:18:00.000Z,+1.5825288480314010e+00,+6.5711565850654300e+06,+1.6745194740237561e+08,+2.2992860028731167e+08,+2.3000000000000000e+08,+4.2532766000000000e-01,+5.2315031300000001e+00,-1.3913046899999999e+01
136,yearn.finance,YFI,2020-07-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.1377101523920155e+03,+1.7335825294876471e+07,+3.6637721225879999e+04,+3.6666000000000000e+04,+3.6666000000000000e+04,-2.8608455999999999e-01,+1.7171315899999999e+00,-7.6848283300000002e+00
137,STEPN,GMT,2022-03-09T12:47:15.000Z,2023-02-12T02:18:00.000Z,+4.3340225874861665e-01,+5.3974704760836743e+07,+6.0000000000000000e+08,+6.0000000000000000e+09,+6.0000000000000000e+09,+3.9027270000000003e-02,+8.6129060000000002e-01,-2.2496035070000001e+01
138,Livepeer,LPT,2018-12-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.4144471990462293e+00,+1.0604621833634140e+07,+2.7243944324016459e+07,+2.7243944324016459e+07,,-3.7811049000000002e-01,+5.0839942200000001e+00,+9.7310692900000006e+00
139,Moonbeam,GLMR,2022-01-11T12:55:50.000Z,2023-02-12T02:18:00.000Z,+4.4460563259682506e-01,+8.2422297158154398e+06,+5.7591645100000000e+08,+1.0461096540000000e+09,,-5.4081988999999997e-01,+2.2854870999999999e-01,-8.1819084400000008e+00
140,Mask Network,MASK,2021-02-21T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.7534263099203224e+00,+8.4024528559273198e+07,+6.8200000000000000e+07,+1.0000000000000000e+08,+1.0000000000000000e+08,-1.3681623000000001e-01,+6.0907791299999996e+00,-2.4881280019999998e+01
141,Golem,GLM,2016-11-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.4586350056478978e-01,+3.7781208022710700e+06,+1.0000000000000000e+09,+1.0000000000000000e+09,+1.0000000000000000e+09,-1.1105230000000001e-01,-1.8715266999999999e-01,-6.0974273300000004e+00
142,JUST,JST,2020-05-07T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.7455204820344015e-02,+1.6148034639269780e+07,+8.9020800000000000e+09,+9.9000000000000000e+09,+9.9000000000000000e+09,-6.7200599999999999e-02,+1.1662896000000000e-01,-5.3156830299999998e+00
143,Kadena,KDA,2020-05-31T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1068310136452011e+00,+5.6462261825267198e+06,+2.1978195578476000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-4.4442700000000002e-03,+3.7562281400000002e+00,-1.1373689089999999e+01
144,Injective,INJ,2020-09-29T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.3053280724973035e+00,+4.4841751543975033e+07,+7.3005554329999998e+07,+1.0000000000000000e+08,+1.0000000000000000e+08,+1.3263051000000001e-01,+4.9945456899999998e+00,-1.5666626140000000e+01
145,SKALE,SKL,2020-06-12T00:00:00.000Z,2023-02-12T02:18:00.000Z,+5.7380570049024977e-02,+9.7836195873533458e+07,+4.1781860040000000e+09,+5.4471666670000000e+09,+7.0000000000000000e+09,+3.8381205000000002e-01,-1.1296373120000000e+01,+4.5575462670000000e+01
146,Band Protocol,BAND,2019-09-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.9325487641476997e+00,+1.3426998458329380e+07,+1.2252656900000000e+08,+1.2930215740000001e+08,+0.0000000000000000e+00,-2.4522510000000000e-01,+3.2707008200000001e+00,-1.5641535360000001e+01
147,Symbol,XYM,2021-03-03T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.2380910216059532e-02,+6.4788477139665000e+05,+5.5824600045584021e+09,+7.9679889295047703e+09,+8.9999999990000000e+09,-1.7676712999999999e-01,+1.1119394100000000e+00,-8.5097750699999999e+00
148,Flux,FLUX,2018-08-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+8.3330380689466332e-01,+1.5708063731965790e+07,+2.7666546789940393e+08,+2.8597580664940393e+08,+4.4000000000000000e+08,+1.1282629000000000e+00,+6.3357311699999999e+00,-1.1757298100000000e+01
149,SwissBorg,CHSB,2018-02-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.2370345691919730e-01,+2.1696526036372999e+05,+1.0000000000000000e+09,+1.0000000000000000e+09,,-3.0578180000000000e-02,-5.0178811000000001e-01,-5.5243801200000000e+00
150,Siacoin,SC,2015-08-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.1454920230431140e-03,+1.2636944593068309e+07,+5.3309272991000000e+10,+5.3309272991000000e+10,,-9.8797961000000001e-01,+3.4000937599999999e+00,+1.7421813820000001e+01
151,Dogelon Mars,ELON,2021-04-23T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.9133000472400206e-07,+5.2792295424062498e+06,+5.4965277015958331e+14,+1.0000000000000000e+15,+1.0000000000000000e+15,-9.6071289999999998e-01,+6.7944315900000003e+00,-7.6951192900000001e+00
152,OMG Network,OMG,2017-07-14T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.5307772886558340e+00,+1.6157460987878330e+07,+1.4024539824513277e+08,+1.4024539824513277e+08,+1.4024539900000000e+08,-4.2712378000000001e-01,+1.3163314600000000e+00,-1.2067133100000000e+00
153,Hive,HIVE,2020-03-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.3606158084784419e-01,+3.8396300120471800e+06,+4.6564222253600001e+08,+4.6564222253600001e+08,,-4.0721042000000002e-01,+6.7276305000000003e-01,-1.2272665740000001e+01
154,ICON,ICX,2017-10-27T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1423342096079739e-01,+4.2628700503168004e+06,+9.4683970086062109e+08,+9.5226564300000000e+08,,-3.6655186000000001e-01,+1.3663066900000000e+00,-6.2493330199999999e+00
155,0x,ZRX,2017-08-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.3907301693014854e-01,+1.1258360262842920e+07,+8.4749605480277133e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-5.6938319999999998e-01,+3.2662466600000002e+00,-6.3434831599999999e+00
156,Amp,AMP,2020-09-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.6651128869370766e-03,+3.3862096467853598e+06,+4.2227702186000000e+10,+9.9213408535000000e+10,+9.9444125026000000e+10,+5.2446899999999998e-02,+2.3085499600000001e+00,-2.6314567599999998e+00
157,IOST,IOST,2018-01-16T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.0343893799652146e-02,+5.9741544841580102e+06,+1.8708894189000000e+10,+1.8708894189000000e+10,+9.0000000000000000e+10,-1.0299001000000001e-01,+1.5112507100000001e+00,-4.9162644499999999e+00
158,Ontology,ONT,2018-03-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1782323765444003e-01,+1.1360164297438961e+07,+8.7524952400000000e+08,+1.0000000000000000e+09,+1.0000000000000000e+09,-2.5220903000000000e-01,-9.2414689999999994e-02,-3.4875255799999998e+00
159,BORA,BORA,2019-03-18T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.9855384138963747e-01,+2.9831705779452901e+06,+9.2750000000000000e+08,+1.2057500000000000e+09,,+5.4203220000000003e-02,+6.1089614000000003e-01,-3.1049555000000000e+00
160,Reserve Rights,RSR,2019-05-24T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.9864761536567679e-03,+1.0364406492955189e+07,+4.5611899305000000e+10,+1.0000000000000000e+11,+1.0000000000000000e+11,-5.7567612000000001e-01,+1.5745303399999999e+00,-6.4133860100000000e+00
161,WAX,WAXP,2017-12-21T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.6704083543643178e-02,+1.6049150026519381e+07,+2.3663218697947292e+09,+3.9609135164594440e+09,,-4.5082666999999998e-01,+4.0803711500000004e+00,-3.9779372899999998e+00
162,SafePal,SFP,2020-12-28T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.8687275255165863e-01,+6.5100936272567799e+06,+3.6966653633573061e+08,+5.0000000000000000e+08,+5.0000000000000000e+08,-1.6560459999999999e-01,+3.7566285800000001e+00,-1.7092638250000000e+01
163,Biconomy,BICO,2021-12-01T10:12:17.000Z,2023-02-12T02:18:00.000Z,+3.6497012187021782e-01,+4.1192023193061501e+06,+4.8090210966833341e+08,+1.0000000000000000e+09,,-6.4432495999999995e-01,+3.5660448400000000e+00,-9.2836919299999998e+00
164,Illuvium,ILV,2021-03-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+7.9001360966287166e+01,+2.4894437317125060e+07,+2.1941291732039098e+06,+7.4833532217386700e+06,+1.0000000000000000e+07,+3.6755947000000000e-01,+9.3665532999999996e+00,-1.7539462520000001e+01
165,Synapse,SYN,2021-09-26T08:56:12.000Z,2023-02-12T02:18:00.000Z,+1.2243490526104888e+00,+1.3339074753697449e+07,+1.3977337600000000e+08,+1.9269659900000000e+08,+2.5000000000000000e+08,-4.4625405000000001e-01,+1.5781734889999999e+01,-1.1768425800000000e+00
166,Everscale,EVER,2020-10-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.7996294604253645e-02,+3.8941397473663599e+06,+1.7355044370000000e+09,+2.0499452610000000e+09,,-7.2853137999999995e-01,-2.7527110000000001e+00,-6.2744266199999998e+00
167,Polymath,POLY,2018-02-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.8244495510434686e-01,+3.4297891619958001e+05,+9.2499841300000000e+08,+1.0000000000000000e+09,,-7.9646709999999996e-02,-1.5430850500000000e+00,-4.1298779799999998e+00
168,DAO Maker,DAO,2021-02-09T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1468098646360294e+00,+1.6257239617950700e+06,+1.4394253056000000e+08,+2.7481068700000000e+08,+3.1200000000000000e+08,-5.6143909000000003e-01,+8.1578800000000007e-02,-2.9516264600000000e+00
169,Storj,STORJ,2017-07-02T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.9297971683697502e-01,+1.2598288108422181e+07,+4.1293712213631105e+08,+4.2499999800001335e+08,,-2.2763604000000001e-01,+2.1768906399999999e+00,-4.7049286900000000e+00
170,iExec RLC,RLC,2017-04-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.9957071517302021e+00,+8.3454187481242903e+06,+8.0999784986845493e+07,+8.6999784986845493e+07,+8.6999785000000000e+07,-3.0931365000000000e-01,+3.8034485700000000e+00,+7.3261567799999998e+00
171,Solar,SXP,2019-08-26T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.8951968212501511e-01,+6.3295510821044501e+06,+5.5450950820905983e+08,+5.5450950820905983e+08,,-3.6793832999999998e-01,+1.2294293100000000e+00,-9.5523172100000000e+00
172,Keep Network,KEEP,2020-05-13T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.8522721064002212e-01,+3.4494723988364399e+06,+8.6076227037200570e+08,+9.9984878079999995e+08,+1.0000000000000000e+09,-4.8463020000000002e-02,-3.5259478400000002e+00,-2.0183932609999999e+01
173,OriginTrail,TRAC,2018-01-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+4.3176190786993557e-01,+3.4027754891805998e+06,+3.6548159032261699e+08,+5.0000000000000000e+08,+5.0000000000000000e+08,-7.3496667000000004e-01,+1.2380203050000000e+01,+6.3418799700000001e+01
174,DigiByte,DGB,2014-02-06T00:00:00.000Z,2023-02-12T02:18:00.000Z,+9.8505030974837589e-03,+4.0914610260100001e+06,+1.5982303651993876e+10,+1.6012732333522429e+10,+2.1000000000000000e+10,-4.5148280000000002e-01,+4.3664122999999999e-01,-1.0939970960000000e+01
175,MetisDAO,METIS,2021-05-08T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.5390058060630217e+01,+1.2951616269942960e+07,+4.4297026842499999e+06,+5.4100005099999998e+06,+1.0000000000000000e+07,-9.1140164999999995e-01,+5.9851719000000001e+00,-9.0920987800000006e+00
176,Syscoin,SYS,2014-08-20T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.0697613869055945e-01,+4.9356095024366468e+07,+7.5357173059983540e+08,+7.5357173059983540e+08,+0.0000000000000000e+00,-3.0043684300000000e+00,+1.4159949370000000e+01,+1.7437428730000001e+01
177,Horizen,ZEN,2017-06-01T00:00:00.000Z,2023-02-12T02:18:00.000Z,+1.1455587954818801e+01,+1.0570917808198050e+08,+1.3357956250000000e+07,+1.3357956250000000e+07,+2.1000000000000000e+07,-2.7485182000000002e-01,+1.3383661780000001e+01,+4.7495868000000003e+00
178,Celer Network,CELR,2019-03-25T00:00:00.000Z,2023-02-12T02:18:00.000Z,+2.1122104389745523e-02,+7.2309901645020306e+07,+7.0854883672779999e+09,+1.0000000000000000e+10,+1.0000000000000000e+10,-2.0625421400000001e+00,+1.4351515630000000e+01,+8.5078050199999993e+00
179,Nervos Network,CKB,2019-11-19T00:00:00.000Z,2023-02-12T02:18:00.000Z,+3.7303900197922864e-03,+3.5907169306037002e+06,+3.9626464913616356e+10,+4.0141726626567711e+10,,-6.4667909999999995e-01,+1.3197464999999999e+00,+9.7680900000000001e-03
